Respondent ID,Respondant Zip Code,Urban or Rural Re-scaled,Age,Gender,Ethnicity,Income Re-scaled,Education Re-scaled,Household size Re-scaled,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled,"Elections: During the last (2022) election, I voted:",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled,Energy Crisis Re-scaled,Climate Change Re-scaled,Lack of Natural Resources Re-scaled,Militarty Conflicts Re-scaled,Interstate Conflicts Re-scaled,Employment and Livelihood Re-scaled,Infectious Disease Re-scaled,AI Re-scaled,Cybersecurity Re-scaled,Crisis Composit Score,Systems Thinking Score,Trust Score,Conspiracy,Complexity,Openness,Conscienciousness,Extroversion,Agreeableness,Neuroticism
2494,85019,1,53,Female,White/Caucasian,1,3,1,Married or Partnered,Employed Full-time,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,1,0,1,1,3,1,2,2,9,0.8055555555555555,0.5,0.3333333333333333,0.6666666666666667,0.8333333333333334,0.9999999999999999,0.611111111111111,0.888888888888889,0.33333333333333337
2495,85373,1,74,Male,White/Caucasian,5,2,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,1,2,0,0,2,1,1,4,0.6944444444444444,0.583333325,0.2,0.7333333333333334,0.7222222222222222,0.888888888888889,0.4444444444444444,0.4444444444444444,0.05555555555555555
2496,85255,1,58,Male,White/Caucasian,8,5,1,Single,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,3,2,3,3,1,3,3,3,13,0.861111111111111,0.0,0.0,0.8666666666666667,0.8333333333333334,0.9444444444444445,0.8333333333333334,0.9444444444444445,0.5555555555555556
2497,85021,1,41,Male,White/Caucasian,8,6,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,1,0,1,0,1,1,2,2,6,0.7777777777777777,0.583333325,0.0,0.8,0.8333333333333334,0.6666666666666666,0.9444444444444445,0.7222222222222222,0.6666666666666666
2499,85225,1,42,Male,White/Caucasian,8,5,1,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,1,2,1,1,0,0,0,1,1,2,0.5555555555555556,0.583333325,0.0,0.6000000000000001,0.38888888888888895,0.7777777777777778,0.38888888888888895,0.7777777777777778,0.2777777777777778
2500,85017,1,44,Male,Black/African-American,7,5,1,Single,Retired,0,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,0,0,0,0,0,0,0,0,0,0,0,0.9166666666666666,0.5,0.0,0.6666666666666667,0.9999999999999999,0.7777777777777778,0.5555555555555556,0.7222222222222222,0.11111111111111113
2501,85715,1,46,Female,Asian,10,6,1,Single,Employed Full-time,1,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,1,1,1,3,2,2,3,1,2,10,0.5277777777777778,0.0,0.5333333333333334,0.6000000000000001,0.8333333333333334,0.611111111111111,0.8333333333333334,0.5555555555555556,0.5
2502,86314,0,46,Female,Hispanic,4,3,6,Married or Partnered,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,3,2,2,2,1,2,3,2,1,2,10,0.7222222222222222,0.583333325,0.2,0.6000000000000001,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.6666666666666666
2503,85002,1,36,Male,White/Caucasian,9,6,4,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,2,2,2,2,2,3,3,3,2,13,0.8333333333333333,0.416666675,0.39999999999999997,0.6666666666666667,0.6666666666666666,0.888888888888889,0.5,0.8333333333333334,0.33333333333333337
2505,85044,1,22,Female,White/Caucasian,2,4,2,Married or Partnered,Unemployed,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,1,2,1,1,2,2,2,3,1,10,0.8888888888888888,0.666666675,0.3333333333333333,0.5333333333333334,0.7777777777777778,0.9444444444444445,0.9444444444444445,0.888888888888889,0.888888888888889
2506,85142,1,51,Female,White/Caucasian,10,4,2,Married or Partnered,Other,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,0,0,0,0,0,1,0,0,1,0.9722222222222222,1.0,0.2,0.26666666666666666,0.8333333333333334,0.9444444444444445,0.9999999999999999,0.888888888888889,0.16666666666666666
2507,85122,1,22,Male,White/Caucasian,2,3,4,Single,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Autocracy,3,1,2,3,0,0,2,2,0,1,5,0.5,0.5,0.5333333333333334,0.46666666666666673,0.6666666666666666,0.6666666666666666,0.611111111111111,0.5555555555555556,0.5555555555555556
2508,85251,1,83,Female,White/Caucasian,9,5,1,Married or Partnered,Other,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,2,2,2,2,2,2,3,11,0.8888888888888888,0.833333375,0.13333333333333336,0.8,0.9999999999999999,0.888888888888889,0.7222222222222222,0.8333333333333334,0.16666666666666666
2509,85118,0,84,Male,White/Caucasian,5,3,2,Widowed,Retired,1,Republican (Opposing Party),That there is no great gap between rich and poor,Autocracy,Autocracy,Autocracy,2,2,1,1,1,2,2,1,2,2,9,0.5,0.75,0.6000000000000001,0.39999999999999997,0.6666666666666666,0.5,0.5555555555555556,0.5,0.5
2510,85379,1,37,Female,Hispanic,3,3,6,Single,Employed Part-time,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,1,3,1,2,3,2,0,1,8,0.5833333333333333,0.5,0.0,0.5333333333333334,0.611111111111111,0.6666666666666666,0.5555555555555556,0.7222222222222222,0.5
2511,85307,1,35,Male,White/Caucasian,4,5,2,Seperated,Unemployed,1,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,3,2,1,1,3,2,1,2,9,0.75,0.75,0.2,0.6000000000000001,0.7222222222222222,0.7222222222222222,0.611111111111111,0.5555555555555556,0.5
2512,85259,1,23,Male,White/Caucasian,1,3,5,Single,Unemployed,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,0,1,0,0,2,0,3,0,0,5,0.8055555555555555,0.416666675,0.2,0.3333333333333333,0.5,0.7777777777777778,0.5555555555555556,0.8333333333333334,0.33333333333333337
2513,85297,1,53,Female,White/Caucasian,4,4,1,Seperated,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,3,0,2,0,1,3,2,0,0,6,0.7777777777777777,0.666666675,0.46666666666666673,0.6000000000000001,0.9999999999999999,0.7777777777777778,0.8333333333333334,0.9999999999999999,0.38888888888888895
2517,85750,1,84,Male,White/Caucasian,5,5,1,Seperated,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,1,0,0,0,0,1,0,0,1,0.6944444444444444,0.833333375,0.06666666666666671,0.5333333333333334,0.611111111111111,0.7222222222222222,0.6666666666666666,0.888888888888889,0.22222222222222218
2518,85364,1,54,Female,White/Caucasian,1,3,1,Single,Employed Full-time,1,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,2,1,1,1,2,1,1,1,6,0.611111111111111,0.25,0.5333333333333334,0.7333333333333334,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7222222222222222,0.5
2520,85234,0,41,Female,White/Caucasian,8,5,4,Married or Partnered,Employed Full-time,1,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,0,0,1,1,1,1,1,0,1,4,0.4722222222222222,0.416666675,0.26666666666666666,0.5333333333333334,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337
2522,86042,1,36,Male,White/Caucasian,10,6,4,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,2,2,3,3,2,3,13,0.861111111111111,0.583333325,0.9333333333333333,0.8666666666666667,0.9444444444444445,0.6666666666666666,0.611111111111111,0.8333333333333334,0.4444444444444444
2523,86315,0,32,Male,White/Caucasian,1,3,3,Seperated,Unemployed,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,3,3,3,3,3,1,1,11,0.8055555555555555,0.416666675,0.3333333333333333,0.39999999999999997,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.8333333333333334,0.11111111111111113
2525,85009,1,22,Female,White/Caucasian,7,2,5,Single,Other,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,1,2,0,1,1,1,2,0,0,4,0.6944444444444444,0.333333325,0.13333333333333336,0.7333333333333334,0.5555555555555556,0.4444444444444444,0.2777777777777778,0.7222222222222222,0.9999999999999999
2526,85335,1,43,Female,Hispanic,7,4,5,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That there is no great gap between rich and poor,Democracy,Neither,Democracy,3,3,3,1,1,2,3,3,1,1,10,0.7777777777777777,0.5,0.13333333333333336,0.7333333333333334,0.7777777777777778,0.6666666666666666,0.888888888888889,0.9444444444444445,0.4444444444444444
2527,85008,1,42,Male,White/Caucasian,10,5,5,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,2,2,2,3,2,3,3,2,13,0.75,0.75,0.39999999999999997,0.8,0.8333333333333334,0.8333333333333334,0.888888888888889,0.888888888888889,0.5
2528,85051,1,23,Male,Asian,8,4,4,Single,Unemployed,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,0,1,0,0,0,2,1,0,0,3,0.4722222222222222,0.416666675,0.46666666666666673,0.39999999999999997,0.2777777777777778,0.611111111111111,0.5,0.4444444444444444,0.8333333333333334
2529,85718,1,67,Female,White/Caucasian,10,5,1,Widowed,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,0,1,0,0,0,0,1,0,0,1,0.2777777777777778,0.583333325,0.06666666666666671,0.3333333333333333,0.5,0.5,0.888888888888889,0.8333333333333334,0.33333333333333337
2530,85138,1,75,Male,White/Caucasian,8,3,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,1,2,1,0,1,3,3,1,1,9,0.5555555555555556,0.666666675,0.13333333333333336,0.6000000000000001,0.611111111111111,0.7777777777777778,0.6666666666666666,0.888888888888889,0.6666666666666666
2532,85653,1,67,Female,White/Caucasian,9,2,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,0,1,3,3,1,1,0,1,0,0,2,0.6666666666666666,0.333333325,0.13333333333333336,0.5333333333333334,0.16666666666666666,0.7222222222222222,0.22222222222222218,0.7222222222222222,0.6666666666666666
2535,85225,1,75,Female,White/Caucasian,2,2,1,Single,Employed Part-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,0,0,0,0,0,0,0,0,0,0,0,0.8055555555555555,0.583333325,0.0,0.13333333333333336,0.7777777777777778,0.9999999999999999,0.8333333333333334,0.9999999999999999,0.0
2536,86001,1,74,Male,White/Caucasian,4,6,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,0,3,1,0,0,0,1,0,1,2,0.6944444444444444,0.833333375,0.0,0.7333333333333334,0.5555555555555556,0.5,0.33333333333333337,0.611111111111111,0.33333333333333337
2537,85339,1,56,Female,Black/African-American,6,5,3,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,2,1,2,1,2,1,2,8,0.6666666666666666,0.833333375,0.0,0.6000000000000001,0.7222222222222222,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778
2538,85255,1,49,Male,Hispanic,10,5,2,Married or Partnered,Employed Full-time,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,1,3,3,3,1,3,2,2,11,0.8888888888888888,0.75,0.2,0.46666666666666673,0.5,0.7777777777777778,0.38888888888888895,0.6666666666666666,0.38888888888888895
2539,85008,1,42,Male,White/Caucasian,10,5,5,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,3,3,1,2,2,2,3,10,0.861111111111111,0.583333325,0.26666666666666666,0.7333333333333334,0.9444444444444445,0.7777777777777778,0.8333333333333334,0.611111111111111,0.33333333333333337
2540,85132,0,34,Male,Hispanic,7,4,3,Seperated,Employed Full-time,0,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,3,3,1,3,3,2,2,2,1,2,9,0.5,0.5,0.26666666666666666,0.26666666666666666,0.11111111111111113,0.8333333333333334,0.2777777777777778,0.611111111111111,0.05555555555555555
2541,85306,1,58,Female,White/Caucasian,8,6,2,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,0,0,0,0,0,0,0,2,2,0.6944444444444444,0.666666675,0.26666666666666666,0.39999999999999997,0.7777777777777778,0.9999999999999999,0.7777777777777778,0.7222222222222222,0.38888888888888895
2542,85225,1,68,Female,White/Caucasian,7,3,4,Seperated,Employed Part-time,3,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,0,0,0,0,3,1,0,0,4,0.75,0.75,0.0,0.7333333333333334,0.5,0.7777777777777778,0.38888888888888895,0.611111111111111,0.6666666666666666
2543,85212,1,65,Female,White/Caucasian,9,3,4,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,0,2,0,0,0,0,0,0,0,0,0.8888888888888888,0.5,0.46666666666666673,0.26666666666666666,0.5555555555555556,0.888888888888889,0.33333333333333337,0.7222222222222222,0.2777777777777778
2544,85001,1,22,Male,White/Caucasian,9,2,5,Single,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,1,1,1,1,1,0,0,3,0.611111111111111,0.583333325,0.06666666666666671,0.6666666666666667,0.6666666666666666,0.7222222222222222,0.7777777777777778,0.9999999999999999,0.16666666666666666
2545,85007,0,37,Male,Hispanic,3,2,6,Married or Partnered,Employed Full-time,0,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Neither,3,3,3,2,2,1,3,3,0,3,10,0.8333333333333333,0.5,0.06666666666666671,0.8,0.16666666666666666,0.6666666666666666,0.5,0.7777777777777778,0.5
2546,85021,1,23,Male,White/Caucasian,2,2,1,Single,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,1,3,3,3,1,1,1,3,1,2,8,0.6666666666666666,0.5,0.26666666666666666,0.8,0.9999999999999999,0.888888888888889,0.8333333333333334,0.8333333333333334,0.5
2548,85206,1,72,Female,White/Caucasian,2,3,1,Single,Retired,1,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,3,2,0,0,0,3,0,3,6,0.8055555555555555,0.333333325,0.2,0.8666666666666667,0.2777777777777778,0.5555555555555556,0.22222222222222218,0.9444444444444445,0.5555555555555556
2549,85926,1,35,Male,White/Caucasian,10,6,6,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,2,1,3,3,1,3,3,13,0.4722222222222222,0.666666675,0.9333333333333333,0.8,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.22222222222222218
2551,85028,0,45,Male,White/Caucasian,2,2,2,Single,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Autocracy,3,1,1,3,3,3,3,3,2,1,12,0.75,0.833333375,0.3333333333333333,0.7333333333333334,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.33333333333333337
2553,85614,0,57,Female,White/Caucasian,5,2,2,Married or Partnered,Unemployed,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,2,1,1,0,1,2,1,2,6,0.8055555555555555,0.583333325,0.2,0.8,0.7777777777777778,0.9444444444444445,0.888888888888889,0.9444444444444445,0.6666666666666666
2554,85353,1,38,Female,Black/African-American,3,3,5,Single,Employed Full-time,1,Did not vote,That there is a well-functioning social system,Democracy,Neither,Neither,2,3,1,2,1,0,3,2,0,0,5,0.611111111111111,0.25,0.39999999999999997,0.39999999999999997,0.8333333333333334,0.888888888888889,0.5555555555555556,0.8333333333333334,0.5555555555555556
2555,0,1,77,Male,White/Caucasian,9,6,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,1,0,2,0,0,3,0.8888888888888888,0.75,0.2,0.7333333333333334,0.7222222222222222,0.7222222222222222,0.5555555555555556,0.611111111111111,0.22222222222222218
2556,85282,0,59,Male,Asian,10,5,2,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That there is a well-functioning social system,Autocracy,Autocracy,Democracy,1,2,2,1,2,1,2,1,2,2,8,0.4722222222222222,0.5,0.39999999999999997,0.6666666666666667,0.4444444444444444,0.2777777777777778,0.38888888888888895,0.5555555555555556,0.5
2558,85209,1,69,Male,White/Caucasian,8,5,2,Married or Partnered,Retired,3,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,0,3,2,0,1,1,3,7,0.8055555555555555,0.75,0.2,0.8,0.7222222222222222,0.9444444444444445,0.5,0.888888888888889,0.38888888888888895
2559,85006,1,47,Female,White/Caucasian,5,4,1,Single,Employed Part-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,1,2,1,1,1,3,2,0,0,6,0.6944444444444444,0.666666675,0.0,0.8,0.888888888888889,0.7777777777777778,0.7222222222222222,0.7222222222222222,0.5
2560,86004,1,52,Female,White/Caucasian,8,4,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,0,1,1,1,3,0,0,0,4,0.5555555555555556,0.416666675,0.39999999999999997,0.26666666666666666,0.5555555555555556,0.9444444444444445,0.611111111111111,0.8333333333333334,0.888888888888889
2563,86004,0,28,Male,White/Caucasian,5,5,2,Single,Employed Full-time,0,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Neither,2,0,2,0,0,0,3,1,1,0,5,0.75,0.5,0.2,0.6666666666666667,0.8333333333333334,0.7222222222222222,0.2777777777777778,0.888888888888889,0.7777777777777778
2564,85021,1,60,Female,White/Caucasian,1,2,1,Widowed,Unemployed,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,3,2,2,1,2,2,2,3,2,2,11,0.5277777777777778,0.333333325,0.2,0.6000000000000001,0.888888888888889,0.888888888888889,0.7222222222222222,0.9444444444444445,0.33333333333333337
2565,85704,1,61,Female,White/Caucasian,9,5,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,1,3,1,3,1,1,2,1,2,7,0.5833333333333333,0.583333325,0.0,0.7333333333333334,0.5,0.611111111111111,0.5555555555555556,0.5555555555555556,0.611111111111111
2567,85396,0,36,Male,Asian,4,3,1,Single,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,1,1,1,1,1,1,1,1,1,5,1.0,0.416666675,0.39999999999999997,0.6000000000000001,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.33333333333333337
2568,85204,1,29,Male,Hispanic,4,2,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,1,2,3,2,3,2,1,1,9,0.7777777777777777,0.08333334999999997,0.6000000000000001,0.6000000000000001,0.38888888888888895,0.7222222222222222,0.4444444444444444,0.2777777777777778,0.5555555555555556
2570,85015,1,44,Female,White/Caucasian,2,3,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,1,1,1,2,3,3,3,2,1,12,0.7777777777777777,0.25,0.5333333333333334,0.46666666666666673,0.9999999999999999,0.8333333333333334,0.5555555555555556,0.9999999999999999,0.7777777777777778
2571,86440,1,24,Female,Hispanic,2,2,5,Single,Employed Part-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,1,2,3,1,0,1,3,3,0,1,8,0.5833333333333333,0.25,0.2,0.6000000000000001,0.611111111111111,0.8333333333333334,0.5555555555555556,0.7777777777777778,0.5555555555555556
2573,85260,1,52,Female,White/Caucasian,9,6,4,Seperated,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,0,0,2,1,2,1,2,8,0.861111111111111,0.25,0.0,0.6666666666666667,0.6666666666666666,0.9999999999999999,0.611111111111111,0.8333333333333334,0.33333333333333337
2574,85719,1,64,Female,White/Caucasian,9,6,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,1,0,0,1,0,2,0,0,3,1.0,1.0,0.0,0.8666666666666667,0.5555555555555556,0.7777777777777778,0.33333333333333337,0.7222222222222222,0.6666666666666666
2575,85037,1,39,Male,White/Caucasian,5,5,2,Married or Partnered,Employed Part-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,1,0,1,1,1,3,2,2,1,9,0.7222222222222222,0.333333325,0.0,0.39999999999999997,0.7222222222222222,0.9444444444444445,0.5,0.888888888888889,0.7222222222222222
2577,85345,1,33,Male,White/Caucasian,7,5,4,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Autocracy,2,2,1,1,2,2,2,2,1,2,9,0.611111111111111,0.416666675,0.46666666666666673,0.6000000000000001,0.5555555555555556,0.5,0.5555555555555556,0.5555555555555556,0.4444444444444444
2578,85746,1,41,Male,Hispanic,5,3,1,Single,Employed Full-time,0,Did not vote,That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,3,1,1,1,0,2,3,3,1,1,10,0.5277777777777778,0.583333325,0.5333333333333334,0.5333333333333334,0.611111111111111,0.7777777777777778,0.5555555555555556,0.8333333333333334,0.33333333333333337
2579,85350,0,30,Male,Hispanic,3,0,3,Single,Unemployed,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,0,2,3,3,3,1,1,11,0.75,0.583333325,0.06666666666666671,0.7333333333333334,0.888888888888889,0.8333333333333334,0.7777777777777778,0.7777777777777778,0.611111111111111
2581,85743,1,75,Male,Asian,8,6,5,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,0,1,1,1,1,0,1,4,0.8055555555555555,0.583333325,0.2,0.39999999999999997,0.7777777777777778,0.9444444444444445,0.6666666666666666,0.7777777777777778,0.22222222222222218
2584,85752,1,47,Male,White/Caucasian,9,6,5,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,3,1,0,3,1,1,6,0.9444444444444444,0.833333375,0.0,0.6000000000000001,0.9444444444444445,0.9444444444444445,0.7222222222222222,0.7777777777777778,0.22222222222222218
2585,85050,1,36,Female,White/Caucasian,7,5,3,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That there is a well-functioning social system,Autocracy,Democracy,Democracy,1,2,1,1,2,3,1,2,3,2,11,0.7222222222222222,0.666666675,0.6000000000000001,0.6666666666666667,0.7222222222222222,0.611111111111111,0.611111111111111,0.5,0.22222222222222218
2588,85138,1,49,Male,White/Caucasian,6,5,1,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,1,1,0,1,0,1,3,0.5,0.666666675,0.2,0.46666666666666673,0.5,0.8333333333333334,0.611111111111111,0.7777777777777778,0.38888888888888895
2589,85743,1,55,Female,White/Caucasian,1,3,3,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,1,1,1,0,1,1,0,3,0.6388888888888888,0.583333325,0.39999999999999997,0.7333333333333334,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.8333333333333334,0.4444444444444444
2590,85716,1,46,Female,Black/African-American,4,3,3,Single,Employed Full-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Neither,Neither,3,3,3,3,3,3,3,3,3,3,15,0.7777777777777777,0.0,0.2,0.5333333333333334,0.2777777777777778,0.9999999999999999,0.22222222222222218,0.9999999999999999,0.7777777777777778
2591,85739,1,73,Female,White/Caucasian,7,6,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,2,3,2,1,1,0,2,0,1,4,0.9722222222222222,0.916666625,0.0,0.8666666666666667,0.8333333333333334,0.9999999999999999,0.7777777777777778,0.9444444444444445,0.611111111111111
2592,85383,1,19,Female,White/Caucasian,3,2,3,Single,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,3,1,0,2,2,2,0,0,6,0.611111111111111,0.25,0.26666666666666666,0.7333333333333334,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.8333333333333334,0.38888888888888895
2594,85747,1,74,Male,White/Caucasian,7,5,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,1,1,2,2,2,2,9,0.8055555555555555,0.916666625,0.2,0.7333333333333334,0.888888888888889,0.9999999999999999,0.7777777777777778,0.888888888888889,0.16666666666666666
2596,85747,1,67,Male,White/Caucasian,7,5,4,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,2,1,1,0,1,1,1,1,4,0.6666666666666666,0.75,0.0,0.6666666666666667,0.611111111111111,0.9999999999999999,0.8333333333333334,0.888888888888889,0.05555555555555555
2597,85268,1,66,Female,White/Caucasian,7,4,1,Widowed,Employed Full-time,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,2,2,0,3,1,2,2,2,10,0.5555555555555556,0.666666675,0.3333333333333333,0.5333333333333334,0.2777777777777778,0.888888888888889,0.2777777777777778,0.888888888888889,0.4444444444444444
